,format,game_num,game_string,game_id,player_id,player_name,alignment_type,win,first_hit,last_hit,num_hits,death,inactive,role,secondary_role
0,LG,1.0,LG1,1,2,Cracknut,G,L,1.0,1.0,1.0,E,,Tineye,
1,LG,1.0,LG1,1,3,Edgedancer,G,L,2.0,2.0,1.0,X,,Cop,
2,LG,1.0,LG1,1,4,Mailliw73,G,L,4.0,4.0,1.0,X,,Regular,
3,LG,1.0,LG1,1,5,Aether,E,W,4.0,4.0,1.0,V,,Smoker,
4,LG,1.0,LG1,1,6,Claincy,E,W,,,0.0,S,,Vote Cancel,
5,LG,1.0,LG1,1,7,Gamma,G,L,,,0.0,S,,Regular,
6,LG,1.0,LG1,1,8,Kurkistan,G,L,4.0,4.0,1.0,E,,Kill,
7,LG,1.0,LG1,1,9,bartbug,E,W,,,0.0,S,,Regular,
8,LG,1.0,LG1,1,10,dyring,G,L,3.0,3.0,2.0,X,,Double Life,
9,LG,1.0,LG1,1,11,Quiver,G,L,3.0,3.0,2.0,E,,Protect,
10,LG,1.0,LG1,1,12,little wilson,G,L,,,0.0,S,,Regular,
11,LG,1.0,LG1,1,13,Oudeis/Darnam,G,L,,,0.0,S,,Regular,
12,LG,1.0,LG1,1,14,loganmathewjohnson,E,W,,,0.0,S,,Jack of All Trades,
13,LG,1.0,LG1,1,15,Grayv,G,L,1.0,1.0,1.0,X,,Smoker,
14,LG,1.0,LG1,1,16,Peng,G,L,2.0,2.0,1.0,E,,Regular,
15,LG,1.0,LG1,1,17,PorridgeBrick,G,L,4.0,4.0,1.0,E,,Vote Change,
16,LG,1.0,LG1,1,18,Windy,,,,,,,,Spec,
17,LG,1.0,LG1,1,19,Weiry,,,,,,,,Spec,
18,LG,1.0,LG1,1,20,Alvron,,,,,,,,Spec,
19,LG,2.0,LG2,2,2,Cracknut,G,L,3.0,3.0,1.0,X,,Regular,
20,LG,2.0,LG2,2,3,Edgedancer,G,L,4.0,4.0,1.0,X,,Regular,
21,LG,2.0,LG2,2,4,Mailliw73,G,L,5.0,5.0,1.0,E,,Vote Cancel,
22,LG,2.0,LG2,2,5,Aether,G,L,,,0.0,S,,Double Life,
23,LG,2.0,LG2,2,6,Claincy,G,L,1.0,1.0,1.0,F,,Regular,
24,LG,2.0,LG2,2,7,Gamma,B,W,9.0,9.0,1.0,V,,Vote Cancel,
25,LG,2.0,LG2,2,8,Kurkistan,G,L,8.0,8.0,1.0,E,,Regular,
26,LG,2.0,LG2,2,9,bartbug,G,L,9.0,9.0,1.0,E,,Tineye,
27,LG,2.0,LG2,2,10,dyring,G,L,6.0,6.0,1.0,E,,Protect,
28,LG,2.0,LG2,2,11,Quiver,B,W,,,0.0,S,,Regular,
29,LG,2.0,LG2,2,12,little wilson,B,W,,,0.0,S,,Kill,
30,LG,2.0,LG2,2,14,loganmathewjohnson,G,L,1.0,1.0,1.0,E,,Regular,
31,LG,2.0,LG2,2,15,Grayv,G,L,9.0,9.0,1.0,E,,Vote Change,
32,LG,2.0,LG2,2,16,Peng,G,L,5.0,7.0,3.0,E,,Jack of All Trades,
33,LG,2.0,LG2,2,17,PorridgeBrick,G,L,7.0,7.0,1.0,E,,Cop,
34,LG,2.0,LG2,2,18,Windy,G,L,11.0,,1.0,S,,Double Life,
35,LG,2.0,LG2,2,19,Weiry,G,L,1.0,1.0,1.0,E,,Protect,
36,LG,2.0,LG2,2,21,Wes,G,L,1.0,1.0,1.0,E,,Kill,
37,LG,2.0,LG2,2,22,Swimmingly,G,L,2.0,2.0,1.0,X,,Kill,
38,LG,2.0,LG2,2,20,Alvron,G,L,11.0,11.0,1.0,E,,Smoker,
39,LG,2.0,LG2,2,23,Serendipity/Scriptorian,G,L,1.0,11.0,2.0,E,,Double Life,
40,LG,2.0,LG2,2,24,Aonar,B,W,1.0,1.0,1.0,V,,Regular,
41,LG,2.0,LG2,2,25,RainbowRose/Cessie,E,W,4.0,7.0,3.0,X,,Conversion,
42,LG,2.0,LG2,2,26,Herowannabe,G,L,8.0,8.0,1.0,E,,Tineye,
43,LG,2.0,LG2,2,27,RobotAztec,G,L,9.0,9.0,1.0,X,,Regular,
44,LG,2.0,LG2,2,28,Shiv,G,L,5.0,5.0,1.0,X,,Protect,
45,LG,2.0,LG2,2,29,Leonardus,G,L,1.0,1.0,1.0,F,,Regular,
46,LG,2.0,LG2,2,30,Luckat,G,L,3.0,3.0,1.0,E,,Cop,
47,LG,2.0,LG2,2,31,Aspren,G,L,8.0,8.0,1.0,X,,Smoker,
48,LG,2.0,LG2,2,32,A Joe in the Bush,,,,,,,,Spec,
49,LG,2.0,LG2,2,33,Dalinar,,,,,,,,Spec,
50,LG,3.0,LG3,3,1,Meta,G,W,,,0.0,S,,Kill,
51,LG,3.0,LG3,3,3,Edgedancer,G,W,7.0,,1.0,S,,Double Life,
52,LG,3.0,LG3,3,4,Mailliw73,G,W,,,0.0,S,,Tineye,
53,LG,3.0,LG3,3,6,Claincy,E,L,5.0,5.0,1.0,X,,Tineye,
54,LG,3.0,LG3,3,7,Gamma,G,W,2.0,,1.0,S,,Protect,
55,LG,3.0,LG3,3,9,bartbug,G,W,3.0,3.0,1.0,E,,Jack of All Trades,
56,LG,3.0,LG3,3,10,dyring,G,W,1.0,1.0,1.0,E,,Cop,
57,LG,3.0,LG3,3,11,Quiver,,,,,,,,Spec,
58,LG,3.0,LG3,3,12,little wilson,,,,,,,,Spec,
59,LG,3.0,LG3,3,15,Grayv,G,W,2.0,7.0,2.0,E,,Double Life,
60,LG,3.0,LG3,3,17,PorridgeBrick,G,W,3.0,3.0,1.0,F,,Smoker,
61,LG,3.0,LG3,3,21,Wes,,,,,,,,Spec,
62,LG,3.0,LG3,3,22,Swimmingly,G,W,,,0.0,S,,Regular,
63,LG,3.0,LG3,3,20,Alvron,G,W,5.0,5.0,1.0,F,,Regular,
64,LG,3.0,LG3,3,23,Serendipity/Scriptorian,E,L,1.0,1.0,1.0,X,,Regular,
65,LG,3.0,LG3,3,24,Aonar,,,,,,,,Spec,
66,LG,3.0,LG3,3,26,Herowannabe,,,,,,,,Spec,
67,LG,3.0,LG3,3,31,Aspren,E,L,2.0,2.0,1.0,X,,Jack of All Trades,
68,LG,3.0,LG3,3,32,A Joe in the Bush,E,L,7.0,7.0,1.0,X,,Vote Cancel,
69,LG,3.0,LG3,3,34,elwarko,G,W,6.0,6.0,1.0,X,,Regular,
70,LG,3.0,LG3,3,35,SirVarrock,G,W,,,0.0,S,,Smoker,
71,LG,3.0,LG3,3,36,18thShard,G,W,3.0,3.0,1.0,X,,Vote Manip,
72,LG,3.0,LG3,3,37,Macen,G,W,4.0,4.0,1.0,X,,Regular,
73,LG,3.0,LG3,3,33,Dalinar,E,L,4.0,4.0,1.0,V,,Cop,
74,LG,3.0,LG3,3,38,Gleeman,G,W,6.0,6.0,1.0,F,,Vote Change,
75,LG,3.0,LG3,3,39,Lanscaper,G,W,,,0.0,S,,Regular,
76,LG,3.0,LG3,3,40,Chid/Newan,G,W,4.0,,3.0,S,,Cop,
77,LG,4.0,LG4,4,1,Meta,G,W,6.0,6.0,1.0,F,,Regular,
78,LG,4.0,LG4,4,3,Edgedancer,G,W,7.0,7.0,1.0,F,,Regular,
79,LG,4.0,LG4,4,4,Mailliw73,G,W,3.0,,1.0,S,,Sacrifice,
80,LG,4.0,LG4,4,7,Gamma,G,W,7.0,7.0,1.0,F,,Regular,
81,LG,4.0,LG4,4,9,bartbug,G,W,,,0.0,S,,Regular,
82,LG,4.0,LG4,4,10,dyring,G,W,3.0,3.0,1.0,X,,Regular,
83,LG,4.0,LG4,4,11,Quiver,G,W,8.0,8.0,1.0,X,,Regular,
84,LG,4.0,LG4,4,12,little wilson,E,L,9.0,9.0,1.0,X,,Regular,
85,LG,4.0,LG4,4,16,Peng,E,L,4.0,4.0,1.0,V,,Regular,
86,LG,4.0,LG4,4,17,PorridgeBrick,G,W,,,0.0,S,,Regular,
87,LG,4.0,LG4,4,21,Wes,G,W,8.0,8.0,1.0,E,,Regular,
88,LG,4.0,LG4,4,22,Swimmingly,G,W,2.0,2.0,1.0,X,,Regular,
89,LG,4.0,LG4,4,20,Alvron,G,W,2.0,2.0,1.0,E,,Regular,
90,LG,4.0,LG4,4,24,Aonar,G,W,8.0,8.0,1.0,F,,Lynch Protect,
91,LG,4.0,LG4,4,26,Herowannabe,G,W,,,0.0,S,,Regular,
92,LG,4.0,LG4,4,31,Aspren,E,L,5.0,5.0,1.0,V,,Regular,
93,LG,4.0,LG4,4,32,A Joe in the Bush,E,L,3.0,3.0,1.0,V,,Regular,
94,LG,4.0,LG4,4,34,elwarko,E,L,5.0,5.0,1.0,X,,Regular,
95,LG,4.0,LG4,4,35,SirVarrock,G,W,1.0,1.0,1.0,E,,Regular,
96,LG,4.0,LG4,4,36,18thShard,,,,,,,,Spec,
97,LG,4.0,LG4,4,37,Macen,G,W,,,0.0,S,,Regular,
98,LG,4.0,LG4,4,38,Gleeman,G,W,6.0,6.0,1.0,X,,Regular,
99,LG,4.0,LG4,4,40,Chid/Newan,G,W,,,0.0,S,,Alignment Cop,
100,LG,4.0,LG4,4,41,GreyPilgrim,G,W,4.0,4.0,1.0,X,,Regular,
101,LG,4.0,LG4,4,42,Wyrmhero,G,W,,4.0,0.0,N,,Sacrifice,
102,LG,4.0,LG4,4,43,Nepene,G,W,4.0,6.0,2.0,E,,Bodyguard,
103,LG,4.0,LG4,4,44,Tulir,E,L,6.0,6.0,1.0,V,,Regular,
104,LG,4.0,LG4,4,45,Sart,G,W,7.0,7.0,1.0,X,,Regular,
105,LG,4.0,LG4,4,46,Adolin Dustbringer,G,W,,,0.0,S,,Regular,
106,LG,4.0,LG4,4,47,nard1993,G,W,5.0,,1.0,S,,Kill,
107,LG,4.0,LG4,4,48,Sphinx,G,W,,,0.0,S,,Lynch Protect,
108,QF,1.0,QF1,5,1,Meta,,,,,,,,Spec,
109,QF,1.0,QF1,5,4,Mailliw73,G,L,1.0,1.0,1.0,E,,Regular,
110,QF,1.0,QF1,5,6,Claincy,E,W,,,0.0,S,,Regular,
111,QF,1.0,QF1,5,7,Gamma,G,L,2.0,2.0,1.0,E,,Regular,
112,QF,1.0,QF1,5,12,little wilson,,,,,,,,Spec,
113,QF,1.0,QF1,5,16,Peng,,,,,,,,Spec,
114,QF,1.0,QF1,5,21,Wes,,,,,,,,Spec,
115,QF,1.0,QF1,5,20,Alvron,E,W,,,0.0,S,,Regular,
116,QF,1.0,QF1,5,24,Aonar,G,L,2.0,2.0,1.0,X,,Regular,
117,QF,1.0,QF1,5,30,Luckat,G,L,,,0.0,S,,Alignment Cop,
118,QF,1.0,QF1,5,31,Aspren,G,L,3.0,3.0,1.0,E,,Regular,
119,QF,1.0,QF1,5,32,A Joe in the Bush,G,L,1.0,1.0,1.0,X,,Regular,
120,QF,1.0,QF1,5,34,elwarko,G,L,,,0.0,S,,Regular,
121,QF,1.0,QF1,5,36,18thShard,,,,,,,,Spec,
122,QF,1.0,QF1,5,37,Macen,,,,,,,,Spec,
123,QF,1.0,QF1,5,38,Gleeman,,,,,,,,Spec,
124,QF,1.0,QF1,5,41,GreyPilgrim,E,W,,,0.0,S,,Regular,
125,QF,1.0,QF1,5,42,Wyrmhero,,,,,,,,Spec,
126,QF,1.0,QF1,5,43,Nepene,G,L,3.0,3.0,1.0,X,,Regular,
127,QF,1.0,QF1,5,44,Tulir,,,,,,,,Spec,
128,QF,1.0,QF1,5,45,Sart,,,,,,,,Spec,
129,QF,1.0,QF1,5,46,Adolin Dustbringer,G,L,,,0.0,S,,Regular,
130,QF,1.0,QF1,5,48,Sphinx,,,,,,,,Spec,
131,LG,5.0,LG5,6,1,Meta,G,W,1.0,,2.0,S,,Regular,
132,LG,5.0,LG5,6,6,Claincy,G,W,3.0,3.0,1.0,E,,Regular,
133,LG,5.0,LG5,6,7,Gamma,,,,,,,,Spec,
134,LG,5.0,LG5,6,16,Peng,,,,,,,,Spec,
135,LG,5.0,LG5,6,21,Wes,E,L,4.0,7.0,3.0,V,,Regular,
136,LG,5.0,LG5,6,20,Alvron,E,L,5.0,6.0,2.0,V,,Item Cop,
137,LG,5.0,LG5,6,24,Aonar,G,W,3.0,3.0,1.0,X,,Regular,
138,LG,5.0,LG5,6,30,Luckat,G,W,5.0,,1.0,S,,Regular,
139,LG,5.0,LG5,6,31,Aspren,G,W,,,0.0,S,,Regular,
140,LG,5.0,LG5,6,32,A Joe in the Bush,G,W,4.0,4.0,1.0,E,,Regular,
141,LG,5.0,LG5,6,36,18thShard,G,W,2.0,2.0,1.0,X,,Regular,
142,LG,5.0,LG5,6,37,Macen,G,W,6.0,,1.0,S,,Regular,
143,LG,5.0,LG5,6,38,Gleeman,E,L,5.0,5.0,1.0,X,,Regular,
144,LG,5.0,LG5,6,41,GreyPilgrim,G,W,4.0,4.0,1.0,X,,Regular,
145,LG,5.0,LG5,6,42,Wyrmhero,G,W,4.0,,1.0,S,,Item Cop,
146,LG,5.0,LG5,6,44,Tulir,G,W,1.0,1.0,1.0,X,,Inventor,
147,LG,5.0,LG5,6,45,Sart,G,W,5.0,5.0,1.0,E,,Regular,
148,LG,5.0,LG5,6,46,Adolin Dustbringer,G,W,7.0,7.0,1.0,X,,Thief,
149,LG,5.0,LG5,6,48,Sphinx,G,W,2.0,2.0,1.0,E,,Regular,
150,LG,5.0,LG5,6,50,Jain,G,W,3.0,3.0,1.0,F,,Regular,
151,LG,5.0,LG5,6,51,Kasimir,E,L,6.0,6.0,1.0,X,,Regular,
152,LG,5.0,LG5,6,52,Theorymaker,G,W,,,0.0,S,,Inventor,
153,MR,1.0,MR1,7,4,Mailliw73,F,L,3.0,3.0,1.0,N,,,
154,MR,1.0,MR1,7,6,Claincy,F,L,7.0,7.0,1.0,X,,,
155,MR,1.0,MR1,7,7,Gamma,F,W,,,0.0,S,,,
156,MR,1.0,MR1,7,16,Peng,F,L,3.0,3.0,1.0,N,,,
157,MR,1.0,MR1,7,19,Weiry,F,L,2.0,2.0,1.0,N,,,
158,MR,1.0,MR1,7,21,Wes,F,L,3.0,3.0,1.0,X,,,
159,MR,1.0,MR1,7,20,Alvron,F,L,4.0,4.0,1.0,X,,,
160,MR,1.0,MR1,7,24,Aonar,F,W,5.0,5.0,1.0,F,,,
161,MR,1.0,MR1,7,25,RainbowRose/Cessie,F,L,4.0,5.0,1.0,N,,,
162,MR,1.0,MR1,7,30,Luckat,F,W,,,0.0,S,,,
163,MR,1.0,MR1,7,31,Aspren,,,,,,,,Spec,
164,MR,1.0,MR1,7,32,A Joe in the Bush,,,,,,,,Spec,
165,MR,1.0,MR1,7,36,18thShard,,,,,,,,Spec,
166,MR,1.0,MR1,7,37,Macen,F,L,2.0,2.0,1.0,N,,,
167,MR,1.0,MR1,7,41,GreyPilgrim,F,L,4.0,4.0,1.0,N,,,
168,MR,1.0,MR1,7,42,Wyrmhero,F,W,3.0,5.0,2.0,X,,,
169,MR,1.0,MR1,7,44,Tulir,F,W,6.0,,1.0,S,,,
170,MR,1.0,MR1,7,45,Sart,F,W,5.0,,1.0,S,,,
171,MR,1.0,MR1,7,46,Adolin Dustbringer,F,L,6.0,6.0,1.0,N,,,
172,MR,1.0,MR1,7,48,Sphinx,F,L,3.0,3.0,1.0,F,,,
173,MR,1.0,MR1,7,50,Jain,F,L,4.0,4.0,2.0,N,,,
174,MR,1.0,MR1,7,51,Kasimir,F,L,2.0,3.0,4.0,X,,,
175,MR,1.0,MR1,7,52,Theorymaker,,,,,,,,Spec,
176,MR,1.0,MR1,7,54,Ashiok,F,L,4.0,5.0,1.0,N,,,
177,MR,1.0,MR1,7,55,Renegade,F,W,3.0,,1.0,S,,,
178,MR,1.0,MR1,7,56,Feather,F,L,5.0,7.0,3.0,F,,,
179,MR,1.0,MR1,7,57,Binnut,F,L,6.0,6.0,1.0,N,,,
180,MR,1.0,MR1,7,58,Twei,F,L,6.0,6.0,1.0,F,,,
181,MR,1.0,MR1,7,59,dants,F,L,,,0.0,S,,,
182,MR,1.0,MR1,7,60,Sir Jerric,F,L,4.0,4.0,1.0,N,,,
183,MR,1.0,MR1,7,61,jaelre,F,L,7.0,7.0,1.0,N,,,
184,LG,6.0,LG6,8,4,Mailliw73,G,W,3.0,3.0,1.0,E,,Action Cop,
185,LG,6.0,LG6,8,12,little wilson,G,W,,,0.0,S,,Double Life,
186,LG,6.0,LG6,8,16,Peng,,,,,,,,Spec,
187,LG,6.0,LG6,8,21,Wes,G,W,1.0,5.0,2.0,E,,Jack of All Trades,
188,LG,6.0,LG6,8,20,Alvron,G,W,4.0,4.0,1.0,E,,Tineye,
189,LG,6.0,LG6,8,24,Aonar,G,W,7.0,7.0,1.0,E,,Regular,
190,LG,6.0,LG6,8,28,Shiv,E,L,7.0,7.0,1.0,X,,Jack of All Trades,
191,LG,6.0,LG6,8,29,Leonardus,G,W,4.0,4.0,1.0,E,,Regular,
192,LG,6.0,LG6,8,30,Luckat,,,,,,,,Spec,
193,LG,6.0,LG6,8,31,Aspren,G,W,3.0,3.0,1.0,F,,Regular,
194,LG,6.0,LG6,8,32,A Joe in the Bush,G,W,2.0,2.0,1.0,E,,Regular,
195,LG,6.0,LG6,8,40,Chid/Newan,G,W,,,0.0,S,,Regular,
196,LG,6.0,LG6,8,41,GreyPilgrim,G,W,4.0,4.0,1.0,X,,Regular,
197,LG,6.0,LG6,8,42,Wyrmhero,,,,,,,,Spec,
198,LG,6.0,LG6,8,44,Tulir,,,,,,,,Spec,
199,LG,6.0,LG6,8,45,Sart,,,,,,,,Spec,
200,LG,6.0,LG6,8,46,Adolin Dustbringer,G,W,2.0,2.0,1.0,F,,Doctor,
201,LG,6.0,LG6,8,48,Sphinx,G,W,3.0,3.0,1.0,E,,Kill,
202,LG,6.0,LG6,8,50,Jain,G,W,2.0,2.0,1.0,X,,Tineye,
203,LG,6.0,LG6,8,51,Kasimir,D,L,2.0,2.0,1.0,E,,Conversion,
204,LG,6.0,LG6,8,52,Theorymaker,G,W,5.0,5.0,1.0,E,,Cop,
205,LG,6.0,LG6,8,54,Ashiok,E,L,8.0,8.0,1.0,X,,Cop,
206,LG,6.0,LG6,8,55,Renegade,G,W,1.0,1.0,1.0,X,,Legionnaire,
207,LG,6.0,LG6,8,57,Binnut,E,L,5.0,5.0,1.0,X,,Regular,
208,LG,6.0,LG6,8,58,Twei,G,W,,,0.0,S,,Regular,
209,LG,6.0,LG6,8,60,Sir Jerric,G,W,6.0,6.0,1.0,E,,Regular,
210,LG,6.0,LG6,8,61,jaelre,G,W,2.0,2.0,1.0,E,,Regular,
211,LG,6.0,LG6,8,62,Kal Dell,E,L,6.0,6.0,1.0,X,,Kill,
212,LG,6.0,LG6,8,63,Lev,G,W,3.0,3.0,1.0,X,,Regular,
213,LG,6.0,LG6,8,64,QuiteContrary,G,W,,,0.0,S,,Regular,
214,QF,2.0,QF2,9,4,Mailliw73,G,L,5.0,5.0,1.0,E,,Regular,
215,QF,2.0,QF2,9,7,Gamma,,,,,,,,Spec,
216,QF,2.0,QF2,9,16,Peng,G,L,1.0,7.0,2.0,X,,Double Life,
217,QF,2.0,QF2,9,20,Alvron,G,L,2.0,2.0,1.0,E,,Regular,
218,QF,2.0,QF2,9,24,Aonar,G,L,1.0,1.0,1.0,E,,Regular,
219,QF,2.0,QF2,9,26,Herowannabe,E,W,,,0.0,S,,Double Life,
220,QF,2.0,QF2,9,28,Shiv,,,,,,,,Spec,
221,QF,2.0,QF2,9,30,Luckat,G,L,9.0,9.0,1.0,E,,Misc,
222,QF,2.0,QF2,9,32,A Joe in the Bush,G,L,4.0,,1.0,S,,Double Life,
223,QF,2.0,QF2,9,40,Chid/Newan,G,L,,,0.0,S,,Regular,
224,QF,2.0,QF2,9,42,Wyrmhero,G,L,7.0,8.0,2.0,E,,Double Life,
225,QF,2.0,QF2,9,44,Tulir,,,,,,,,Spec,
226,QF,2.0,QF2,9,45,Sart,,,,,,,,Spec,
227,QF,2.0,QF2,9,50,Jain,G,L,5.0,8.0,2.0,X,,Double Life,
228,QF,2.0,QF2,9,51,Kasimir,G,L,3.0,3.0,1.0,E,,Regular,Jack of All Trades
229,QF,2.0,QF2,9,52,Theorymaker,G,L,6.0,6.0,1.0,E,,Regular,Writeup Messages
230,QF,2.0,QF2,9,54,Ashiok,,,,,,,,Spec,Kandra
231,QF,2.0,QF2,9,55,Renegade,E,W,9.0,,1.0,S,,Double Life,
232,QF,2.0,QF2,9,57,Binnut,,,,,,,,Spec,
233,QF,2.0,QF2,9,58,Twei,,,,,,,,Spec,
234,QF,2.0,QF2,9,60,Sir Jerric,,,,,,,,Spec,
235,QF,2.0,QF2,9,61,jaelre,E,W,,,0.0,S,,Regular,
236,QF,2.0,QF2,9,62,Kal Dell,G,L,3.0,4.0,2.0,X,,Double Life,
237,QF,2.0,QF2,9,64,QuiteContrary,,,,,,,,Spec,
238,LG,7.0,LG7,10,1,Meta,G,W,1.0,,1.0,S,,PM Creator,Legionnaire
239,LG,7.0,LG7,10,4,Mailliw73,E,L,6.0,6.0,2.0,V,,Vote Move,Sacrifice
240,LG,7.0,LG7,10,7,Gamma,G,W,,,0.0,S,,Jack of All Trades,Inventor
241,LG,7.0,LG7,10,11,Quiver,,,,,,,,Spec,
242,LG,7.0,LG7,10,20,Alvron,,,,,,,,Spec,
243,LG,7.0,LG7,10,24,Aonar,G,W,,,0.0,S,,Vote Cancel,
244,LG,7.0,LG7,10,28,Shiv,G,W,2.0,2.0,1.0,E,,Kill,
245,LG,7.0,LG7,10,30,Luckat,G,W,,,0.0,S,,Smoker,
246,LG,7.0,LG7,10,32,A Joe in the Bush,G,W,4.0,5.0,2.0,F,,Smoker,
247,LG,7.0,LG7,10,40,Chid/Newan,E,L,4.0,4.0,1.0,X,,Vote Cancel,
248,LG,7.0,LG7,10,44,Tulir,G,W,3.0,3.0,1.0,X,,Vote Move,
249,LG,7.0,LG7,10,45,Sart,E,L,6.0,6.0,1.0,X,,Kill,
250,LG,7.0,LG7,10,50,Jain,G,W,5.0,5.0,1.0,X,,Role Cop,
251,LG,7.0,LG7,10,51,Kasimir,G,W,5.0,6.0,2.0,E,,Protect,
252,LG,7.0,LG7,10,52,Theorymaker,G,W,1.0,3.0,2.0,E,,Double Life,
253,LG,7.0,LG7,10,54,Ashiok,G,W,1.0,,1.0,S,,Kill,
254,LG,7.0,LG7,10,55,Renegade,G,W,4.0,4.0,1.0,E,,PM Creator,
255,LG,7.0,LG7,10,57,Binnut,,,,,,,,Spec,
256,LG,7.0,LG7,10,58,Twei,E,L,1.0,2.0,2.0,X,,PM Creator,
257,LG,7.0,LG7,10,60,Sir Jerric,,,,,,,,Spec,
258,LG,7.0,LG7,10,61,jaelre,G,W,,,0.0,S,,Vote Move,
259,LG,7.0,LG7,10,62,Kal Dell,G,W,,,0.0,S,,Jack of All Trades,
260,LG,7.0,LG7,10,64,QuiteContrary,G,W,1.0,1.0,1.0,E,,Vote Move,
261,LG,7.0,LG7,10,65,Araris Valerian,G,W,5.0,,1.0,S,,Double Life,
262,LG,7.0,LG7,10,66,ScottLeft,G,W,,,0.0,S,,Protect,
263,MR,2.0,MR2,11,1,Meta,E,L,3.0,3.0,1.0,X,,Kill,
264,MR,2.0,MR2,11,4,Mailliw73,G,W,,,0.0,S,,Regular,
265,MR,2.0,MR2,11,7,Gamma,G,W,3.0,,1.0,S,,Alignment Cop,
266,MR,2.0,MR2,11,20,Alvron,G,W,,,0.0,S,,Regular,
267,MR,2.0,MR2,11,24,Aonar,G,W,,,0.0,S,,Regular,
268,MR,2.0,MR2,11,30,Luckat,G,W,,,0.0,S,,Regular,
269,MR,2.0,MR2,11,32,A Joe in the Bush,E,L,2.0,2.0,1.0,X,,Regular,
270,MR,2.0,MR2,11,42,Wyrmhero,G,W,2.0,,2.0,S,,Jack of All Trades,
271,MR,2.0,MR2,11,44,Tulir,E,L,4.0,4.0,1.0,X,,Regular,
272,MR,2.0,MR2,11,45,Sart,E,L,5.0,5.0,1.0,X,,Kill,
273,MR,2.0,MR2,11,50,Jain,G,W,,,0.0,S,,Regular,
274,MR,2.0,MR2,11,51,Kasimir,,,,,,,,Spec,
275,MR,2.0,MR2,11,52,Theorymaker,G,W,,,0.0,S,,Regular,
276,MR,2.0,MR2,11,54,Ashiok,G,W,,,0.0,S,,Jack of All Trades,
277,MR,2.0,MR2,11,57,Binnut,G,W,,,0.0,S,,Regular,
278,MR,2.0,MR2,11,58,Twei,G,W,,,0.0,S,,Regular,
279,MR,2.0,MR2,11,60,Sir Jerric,G,W,,,0.0,S,,Regular,
280,MR,2.0,MR2,11,62,Kal Dell,G,W,,,0.0,S,,Regular,
281,MR,2.0,MR2,11,64,QuiteContrary,G,W,,,0.0,S,,Regular,
282,MR,2.0,MR2,11,65,Araris Valerian,,,,,,,,Spec,
283,LG,8.0,LG8,12,1,Meta,G,L,1.0,1.0,1.0,F,,Vote Change,nullifies own vote to change
284,LG,8.0,LG8,12,4,Mailliw73,G,L,9.0,9.0,1.0,E,,,
285,LG,8.0,LG8,12,12,little wilson,G,L,4.0,4.0,1.0,E,,,
286,LG,8.0,LG8,12,16,Peng,G,L,3.0,3.0,1.0,X,,Kill,
287,LG,8.0,LG8,12,20,Alvron,E,W,,,0.0,S,,Kandra,
288,LG,8.0,LG8,12,24,Aonar,G,L,2.0,2.0,1.0,E,,Regular,
289,LG,8.0,LG8,12,30,Luckat,G,L,1.0,1.0,1.0,E,,Regular,
290,LG,8.0,LG8,12,32,A Joe in the Bush,E,W,,,0.0,S,,Kandra,
291,LG,8.0,LG8,12,38,Gleeman,E,W,,,0.0,S,,Kandra,
292,LG,8.0,LG8,12,42,Wyrmhero,,,,,,,,Spec,
293,LG,8.0,LG8,12,44,Tulir,G,L,5.0,5.0,1.0,X,,Misc Cop,learn whoever targeted you
294,LG,8.0,LG8,12,45,Sart,G,L,2.0,8.0,3.0,E,,,
295,LG,8.0,LG8,12,50,Jain,G,L,1.0,1.0,1.0,X,,,can add 12 hours to the cycle
296,LG,8.0,LG8,12,51,Kasimir,,,,,,,,Spec,
297,LG,8.0,LG8,12,52,Theorymaker,,,,,,,,Spec,
298,LG,8.0,LG8,12,54,Ashiok,,,,,,,,Spec,
299,LG,8.0,LG8,12,55,Renegade,,,,,,,,Spec,
300,LG,8.0,LG8,12,57,Binnut,G,L,9.0,9.0,1.0,X,,Double Life,Have to take both hits the same night - maybe better marked as Steward?
301,LG,8.0,LG8,12,58,Twei,G,L,9.0,9.0,1.0,E,,Protect,
302,LG,8.0,LG8,12,59,dants,G,L,,,0.0,S,,,
303,LG,8.0,LG8,12,64,QuiteContrary,G,L,4.0,4.0,1.0,X,,Regular,
304,LG,8.0,LG8,12,65,Araris Valerian,G,L,6.0,6.0,1.0,E,,Double Vote,or more than double
305,LG,8.0,LG8,12,67,killersquirrel,G,L,7.0,7.0,1.0,E,,Regular,
306,LG,8.0,LG8,12,68,Navybrandt,G,L,3.0,3.0,1.0,E,,Tineye,
307,LG,8.0,LG8,12,69,Pupper,G,L,,,0.0,S,,,
308,QF,3.0,QF3,13,1,Meta,,,,,,,,Spec,
309,QF,3.0,QF3,13,4,Mailliw73,G,W,,,0.0,S,,Regular,
310,QF,3.0,QF3,13,20,Alvron,G,W,3.0,3.0,1.0,X,,Regular,
311,QF,3.0,QF3,13,24,Aonar,G,W,,,0.0,S,,Regular,
312,QF,3.0,QF3,13,30,Luckat,G,W,2.0,2.0,1.0,E,,Regular,
313,QF,3.0,QF3,13,32,A Joe in the Bush,G,W,,,0.0,S,,Regular,
314,QF,3.0,QF3,13,42,Wyrmhero,G,W,1.0,1.0,1.0,E,,Regular,
315,QF,3.0,QF3,13,44,Tulir,G,W,,,0.0,S,,Regular,
